G:\Code\DarkSoulsMods\soulstruct-git\venv\Scripts\python.exe G:/Code/DarkSoulsMods/soulstruct-git/soulstruct/__main__.py
FOG_BANK 0 | s16 | s16 | fogBeginZ | 開始距離[m] | フォグの開始距離です
SP_EFFECT_PARAM_ST 133 | SP_EFFECT_BOOL | u8 | requestLeaveSession:1 | 退出　判定フラグ | チェックが付いている場合、発動時に退出要求を発行
SP_EFFECT_PARAM_ST 134 | SP_EFFECT_BOOL | u8 | requestNpcInveda:1 | NPCへの侵入　判定フラグ | チェックが付いている場合、発動時にNPCへの侵入要求を発行
SP_EFFECT_PARAM_ST 135 | SP_EFFECT_BOOL | u8 | noDead:1 | 成仏不可　判定フラグ | 死体状態になれるかどうか。このチェックが付いていると、死亡状態にならない
SP_EFFECT_PARAM_ST 136 | SP_EFFECT_BOOL | u8 | bCurrHPIndependeMaxHP:1 | 最大HPが増減しても、現在HPは影響しないか？ | 最大HPが増減しても、現在HPは影響しないか？
SP_EFFECT_PARAM_ST 137 | SP_EFFECT_BOOL | u8 | corrosionIgnore:1 | 腐食無視 | 【状態変化タイプ】が【腐食】による【耐久度】減少を無視する
SP_EFFECT_PARAM_ST 138 | SP_EFFECT_BOOL | u8 | sightSearchCutIgnore:1 | 視覚索敵カット無視 | 視覚索敵無効を無視する
SP_EFFECT_PARAM_ST 139 | SP_EFFECT_BOOL | u8 | hearingSearchCutIgnore:1 | 聴覚索敵カット無視 | 聴覚索敵無効を無視する
SP_EFFECT_PARAM_ST 140 | SP_EFFECT_BOOL | u8 | antiMagicIgnore:1 | アンチマジック無効 | アンチマジック範囲でも魔法を使用できる
SP_EFFECT_PARAM_ST 141 | SP_EFFECT_BOOL | u8 | fakeTargetIgnore:1 | 偽ターゲット無効 | 発生した偽ターゲットに引っかからなくなる
SP_EFFECT_PARAM_ST 142 | SP_EFFECT_BOOL | u8 | fakeTargetIgnoreUndead:1 | 偽ターゲット無効_不死系 | 発生した不死系の偽ターゲットに引っかからなくなる
SP_EFFECT_PARAM_ST 143 | SP_EFFECT_BOOL | u8 | fakeTargetIgnoreAnimal:1 | 偽ターゲット無効_獣系 | 発生した獣系の偽ターゲットに引っかからなくなる
SP_EFFECT_PARAM_ST 144 | SP_EFFECT_BOOL | u8 | grabityIgnore:1 | グラビティ無効 | グラビティ効果無効
SP_EFFECT_PARAM_ST 145 | SP_EFFECT_BOOL | u8 | disablePoison:1 | 毒無効 | この効果がかかっていると毒にかからなくなる
SP_EFFECT_PARAM_ST 146 | SP_EFFECT_BOOL | u8 | disableDisease:1 | 疫病無効 | この効果がかかっていると疫病にかからなくなる
SP_EFFECT_PARAM_ST 147 | SP_EFFECT_BOOL | u8 | disableBlood:1 | 出血無効 | この効果がかかっていると出血にかからなくなる
SP_EFFECT_PARAM_ST 148 | SP_EFFECT_BOOL | u8 | disableCurse:1 | 呪無効 | この効果がかかっていると呪いにかからなくなる
SP_EFFECT_PARAM_ST 149 | SP_EFFECT_BOOL | u8 | enableCharm:1 | 魅了有効 | この効果がかかっていると魅了にかかるようになる
SP_EFFECT_PARAM_ST 150 | SP_EFFECT_BOOL | u8 | enableLifeTime:1 | 寿命延長するか？ | TAEによるフラグ設定時に寿命延長するか？
SP_EFFECT_PARAM_ST 151 | SP_EFFECT_BOOL | u8 | hasTarget : 1 | 敵を把握しているか？ | 敵を把握しているか？：[発動条件](邪眼使用者用)
SP_EFFECT_PARAM_ST 152 | SP_EFFECT_BOOL | u8 | isFireDamageCancel:1 | 解除条件:炎ダメージ | 炎ダメージによる特殊効果の解除を行うか？
SP_EFFECT_PARAM_ST 153 | SP_EFFECT_BOOL | u8 | isExtendSpEffectLife:1 | 寿命延長効果で延長するか？ | 寿命延長効果が掛かっている時に延長対象になるかどうか
SP_EFFECT_PARAM_ST 154 | SP_EFFECT_BOOL | u8 | requestLeaveColiseumSession:1 | 闘技場退出　判定フラグ | チェックが付いている場合、発動時に闘技場退出要求を発行
SP_EFFECT_PARAM_ST 155 | dummy8 | dummy8 | pad_2:4 | pad | pad
SP_EFFECT_PARAM_ST 156 | SP_EFFECT_BOOL | u8 | vowType0:1 | 誓約0 | 誓約0
SP_EFFECT_PARAM_ST 157 | SP_EFFECT_BOOL | u8 | vowType1:1 | 誓約1 | 誓約1
SP_EFFECT_PARAM_ST 158 | SP_EFFECT_BOOL | u8 | vowType2:1 | 誓約2 | 誓約2
SP_EFFECT_PARAM_ST 159 | SP_EFFECT_BOOL | u8 | vowType3:1 | 誓約3 | 誓約3
SP_EFFECT_PARAM_ST 160 | SP_EFFECT_BOOL | u8 | vowType4:1 | 誓約4 | 誓約4
SP_EFFECT_PARAM_ST 161 | SP_EFFECT_BOOL | u8 | vowType5:1 | 誓約5 | 誓約5
SP_EFFECT_PARAM_ST 162 | SP_EFFECT_BOOL | u8 | vowType6:1 | 誓約6 | 誓約6
SP_EFFECT_PARAM_ST 163 | SP_EFFECT_BOOL | u8 | vowType7:1 | 誓約7 | 誓約7
SP_EFFECT_PARAM_ST 164 | SP_EFFECT_BOOL | u8 | vowType8:1 | 誓約8 | 誓約8
SP_EFFECT_PARAM_ST 165 | SP_EFFECT_BOOL | u8 | vowType9:1 | 誓約9 | 誓約9
SP_EFFECT_PARAM_ST 166 | SP_EFFECT_BOOL | u8 | vowType10:1 | 誓約10 | 誓約10
SP_EFFECT_PARAM_ST 167 | SP_EFFECT_BOOL | u8 | vowType11:1 | 誓約11 | 誓約11
SP_EFFECT_PARAM_ST 168 | SP_EFFECT_BOOL | u8 | vowType12:1 | 誓約12 | 誓約12
SP_EFFECT_PARAM_ST 169 | SP_EFFECT_BOOL | u8 | vowType13:1 | 誓約13 | 誓約13
SP_EFFECT_PARAM_ST 170 | SP_EFFECT_BOOL | u8 | vowType14:1 | 誓約14 | 誓約14
SP_EFFECT_PARAM_ST 171 | SP_EFFECT_BOOL | u8 | vowType15:1 | 誓約15 | 誓約15
SP_EFFECT_PARAM_ST 172 | dummy8 | dummy8 | pad1[11] | pad | pad
SP_EFFECT_VFX_PARAM_ST 0 | s32 | s32 | midstSfxId | 効果中SfxID | 効果中SfxID(-1：無効)
SP_EFFECT_VFX_PARAM_ST 1 | s32 | s32 | midstSeId | 効果中SeID | 効果中SeID(-1：無効)
SP_EFFECT_VFX_PARAM_ST 2 | s32 | s32 | initSfxId | 発動時SfxID | 発動時SfxID(-1：無効)
SP_EFFECT_VFX_PARAM_ST 3 | s32 | s32 | initSeId | 発動時SeID | 発動時SeID(-1：無効)
SP_EFFECT_VFX_PARAM_ST 4 | s32 | s32 | finishSfxId | 解除時SfxID | 解除時SfxID(-1：無効)
SP_EFFECT_VFX_PARAM_ST 5 | s32 | s32 | finishSeId | 解除時SeID | 解除時SeID(-1：無効)
SP_EFFECT_VFX_PARAM_ST 6 | f32 | f32 | camouflageBeginDist | 姿隠し開始距離[m] | カムフラージュ開始距離です
SP_EFFECT_VFX_PARAM_ST 7 | f32 | f32 | camouflageEndDist | 姿隠し終了距離[m] | カムフラージュ終了距離です
SP_EFFECT_VFX_PARAM_ST 8 | s32 | s32 | transformProtectorId | 変身防具ID | 変身防具ID(-1：なし)
SP_EFFECT_VFX_PARAM_ST 9 | s16 | s16 | midstDmyId | 効果中ダミポリID | 効果中ダミポリID(-1：ルート)
SP_EFFECT_VFX_PARAM_ST 10 | s16 | s16 | initDmyId | 発動時ダミポリID | 発動時ダミポリID(-1：ルート)
SP_EFFECT_VFX_PARAM_ST 11 | s16 | s16 | finishDmyId | 解除時ダミポリID | 解除時ダミポリID(-1：ルート)
SP_EFFECT_VFX_PARAM_ST 12 | SP_EFFECT_VFX_EFFECT_TYPE | u8 | effectType | エフェクトタイプ | エフェクトタイプ
SP_EFFECT_VFX_PARAM_ST 13 | SP_EFFECT_VFX_SOUL_PARAM_TYPE | u8 | soulParamIdForWepEnchant | 武器エンチャント用ソウルパラムID | 武器エンチャント用ソウルパラムID(-1：なし)
SP_EFFECT_VFX_PARAM_ST 14 | SP_EFFECT_VFX_PLAYCATEGORY | u8 | playCategory | VFX再生カテゴリ | 重複効果によるエフェクト再生を制御します
SP_EFFECT_VFX_PARAM_ST 15 | u8 | u8 | playPriority | カテゴリ内優先度 | カテゴリ一致した場合の再生優先度を設定(低い方が優先)
SP_EFFECT_VFX_PARAM_ST 16 | SP_EFFECT_BOOL | u8 | existEffectForLarge:1 | 大型用エフェクトがあるか | 大型用エフェクトがあるか
SP_EFFECT_VFX_PARAM_ST 17 | SP_EFFECT_BOOL | u8 | existEffectForSoul:1 | ソウル体用エフェクトがあるか | ソウル体用エフェクトがあるか
SP_EFFECT_VFX_PARAM_ST 18 | SP_EFFECT_BOOL | u8 | effectInvisibleAtCamouflage:1 | 姿隠し時にエフェクトを非表示にするか | 姿隠し時にエフェクトを非表示にするか
SP_EFFECT_VFX_PARAM_ST 19 | SP_EFFECT_BOOL | u8 | useCamouflage:1 | 姿隠しするか | 姿隠しするか
SP_EFFECT_VFX_PARAM_ST 20 | SP_EFFECT_BOOL | u8 | invisibleAtFriendCamouflage:1 | 姿隠し時に味方でも非表示か | 姿隠し時に味方でも非表示か
SP_EFFECT_VFX_PARAM_ST 21 | SP_EFFECT_BOOL | u8 | addMapAreaBlockOffset:1 | SfxIDにマップ番号を足すか | SfxIDにマップ番号(AAB0)を加算します
SP_EFFECT_VFX_PARAM_ST 22 | SP_EFFECT_BOOL | u8 | halfCamouflage:1 | 半透明の姿隠しか | 半透明の姿隠しか
SP_EFFECT_VFX_PARAM_ST 23 | SP_EFFECT_BOOL | u8 | isFullBodyTransformProtectorId:1 | 変身防具IDが全身用か | 変身防具IDが全身用か
SP_EFFECT_VFX_PARAM_ST 24 | SP_EFFECT_BOOL | u8 | isInvisibleWeapon:1 | 武器エンチャント用インビジブルウェポンか | 武器エンチャント用インビジブルウェポンか(0:武器表示, 1:武器非表示)
SP_EFFECT_VFX_PARAM_ST 25 | SP_EFFECT_BOOL | u8 | isSilence:1 | サイレンスか | サイレンスか(0:ちがう, 1:そう)
SP_EFFECT_VFX_PARAM_ST 26 | dummy8 | dummy8 | pad_1:6 | パディング | パディング
SP_EFFECT_VFX_PARAM_ST 27 | dummy8 | dummy8 | pad[16] | パディング | パディング
TALK_PARAM_ST 0 | s32 | s32 | msgId | メッセージID | メッセージを指定->メニュー
TALK_PARAM_ST 1 | s32 | s32 | voiceId | ボイスID | ボイスを指定->サウンド
TALK_PARAM_ST 2 | s32 | s32 | motionId | モーションID | モーションを指定->キャラ
TALK_PARAM_ST 3 | s32 | s32 | returnPos | 復帰位置 | 復帰する会話の相対位置->会話
TALK_PARAM_ST 4 | s32 | s32 | reactionId | リアクションID | 復帰時の会話指定->会話
TALK_PARAM_ST 5 | s32 | s32 | eventId | イベントID | イベントID->イベント
TALK_PARAM_ST 6 | u8 | u8 | isMotionLoop | モーションループ有効 | モーションループするか？
TALK_PARAM_ST 7 | dummy8 | dummy8 | pad0[7] | dummy | padding
THROW_INFO_BANK 0 | s32 | s32 | AtkChrId | 投げ側キャラID | 投げ側キャラID
THROW_INFO_BANK 1 | s32 | s32 | DefChrId | 受け側キャラID | 受け側キャラID
THROW_INFO_BANK 2 | f32 | f32 | Dist | 有効距離[m] | この値より近い距離じゃないと投げない[m]
THROW_INFO_BANK 3 | f32 | f32 | DiffAngMin | 自分の向きと相手の向きの角度差範囲min | 投げ側と受け側の角度差(Y軸)がこの角度より大きくないと投げない
THROW_INFO_BANK 4 | f32 | f32 | DiffAngMax | 自分の向きと相手の向きの角度差範囲max | 投げ側と受け側の角度差(Y軸)がこの角度より小さくないと投げない
THROW_INFO_BANK 5 | f32 | f32 | upperYRange | 高さ範囲上[m] | 投げ側から受け側のY軸の相対距離がこの値より小さくないと投げない
THROW_INFO_BANK 6 | f32 | f32 | lowerYRange | 高さ範囲下[m] | 投げ側から受け側のY軸の相対距離がこの値より小さくないと投げない
THROW_INFO_BANK 7 | f32 | f32 | diffAngMyToDef | 自分の向きと自分から相手への方向の角度差 | 自分の正面のベクトルと、自分から相手への方向のベクトルの角度差。この値より大きいと投げない
THROW_INFO_BANK 8 | s32 | s32 | throwTypeId | 投げタイプID | 投げの種類を特定するID(攻撃パラメタと紐付け)
THROW_INFO_BANK 9 | s32 | s32 | atkAnimId | 投げ側アニメID | 攻撃アニメIDを設定(EzStateと紐付け)
THROW_INFO_BANK 10 | s32 | s32 | defAnimId | 受け側アニメID | ダメージアニメIDを設定(EzStateと紐付け)
THROW_INFO_BANK 11 | u16 | u16 | escHp | 投げ抜けHP | 投げ抜けに耐えられる値
THROW_INFO_BANK 12 | u16 | u16 | selfEscCycleTime | 自力投げ抜けサイクル時間[ms] | 自力投げ抜けのサイクル時間[ms]
THROW_INFO_BANK 13 | u16 | u16 | sphereCastRadiusRateTop | スフィアキャスト半径比率_上[1/100Rate] | スフィアキャストの上側半径の比率[80->0.8]
THROW_INFO_BANK 14 | u16 | u16 | sphereCastRadiusRateLow | スフィアキャスト半径比率_下[1/100Rate] | スフィアキャストの下側半径の比率[80->0.8]
THROW_INFO_BANK 15 | THROW_PAD_TYPE | u8 | PadType | 操作タイプ | 操作タイプ
THROW_INFO_BANK 16 | THROW_ENABLE_STATE | u8 | AtkEnableState | 投げ側の投げ可能状態タイプ | 投げ側の投げが可能な状態タイプを設定してください
THROW_INFO_BANK 17 | u8 | u8 | atkSorbDmyId | 投げ側 吸着ダミポリID | 投げ側のどこに受け側を吸着させるか？
THROW_INFO_BANK 18 | u8 | u8 | defSorbDmyId | 受け側 吸着ダミポリID | 受け側のどこに投げ側を吸着させるか？
THROW_INFO_BANK 19 | THROW_TYPE | u8 | throwType | 投げ種別 | 投げの種別
THROW_INFO_BANK 20 | u8 | u8 | selfEscCycleCnt | 自力投げ抜けサイクル回数 | 自力投げ抜けのサイクル回数
THROW_INFO_BANK 21 | THROW_DMY_CHR_DIR_TYPE | u8 | dmyHasChrDirType | 投げ発生時のダミポリ所持キャラの向き | 投げ発生時のダミポリ所持キャラの向き
THROW_INFO_BANK 22 | u8 | u8 | isTurnAtker:1 | 投げ側が旋回するか？ | 投げ側が旋回するか？
THROW_INFO_BANK 23 | u8 | u8 | isSkipWepCate:1 | 武器カテゴリチェックをスキップするか？ | 攻撃側の武器カテゴリチェックをスキップするか？
THROW_INFO_BANK 24 | u8 | u8 | isSkipSphereCast:1 | スフィアキャストをスキップするか？ | スフィアキャストをスキップするか？
THROW_INFO_BANK 25 | dummy8 | dummy8 | pad0:5 | pad | pad
THROW_INFO_BANK 26 | dummy8 | dummy8 | pad1[4] | pad | pad
LEVELSYNC_PARAM_ST 0 | s16 | s16 | SCLUA | SCLUA | SCLUA
LEVELSYNC_PARAM_ST 1 | s16 | s16 | SDCLUR | SDCLUR | SDCLUR
LEVELSYNC_PARAM_ST 2 | s16 | s16 | SDCWLM | SDCWLM | SDCWLM
LEVELSYNC_PARAM_ST 3 | u8 | u8 | MLWSUR | MLWSUR | MLWSUR
LEVELSYNC_PARAM_ST 4 | u8 | u8 | MLWSUA | MLWSUA | MLWSUA
LEVELSYNC_PARAM_ST 5 | u8 | u8 | MLRSUR | MLRSUR | 
LEVELSYNC_PARAM_ST 6 | u8 | u8 | MLRSUA | MLRSUA | 
LEVELSYNC_PARAM_ST 7 | u8 | u8 | MWLUWS0 | MWLUWS0 | 
LEVELSYNC_PARAM_ST 8 | u8 | u8 | MWLUWS1 | MWLUWS1 | 
LEVELSYNC_PARAM_ST 9 | u8 | u8 | MWLUWS2 | MWLUWS2 | 
LEVELSYNC_PARAM_ST 10 | u8 | u8 | MWLUWS3 | MWLUWS3 | 
LEVELSYNC_PARAM_ST 11 | u8 | u8 | MWLUWS4 | MWLUWS4 | 
LEVELSYNC_PARAM_ST 12 | u8 | u8 | MWLUWS5 | MWLUWS5 | 
LEVELSYNC_PARAM_ST 13 | u8 | u8 | MWLUWS6 | MWLUWS6 | 
LEVELSYNC_PARAM_ST 14 | u8 | u8 | MWLUWS7 | MWLUWS7 | 
LEVELSYNC_PARAM_ST 15 | u8 | u8 | MWLUWS8 | MWLUWS8 | 
LEVELSYNC_PARAM_ST 16 | u8 | u8 | MWLUWS9 | MWLUWS9 | 
LEVELSYNC_PARAM_ST 17 | u8 | u8 | MWLUWS10 | MWLUWS10 | 
LEVELSYNC_PARAM_ST 18 | u8 | u8 | MWLURS0 | MWLURS0 | 
LEVELSYNC_PARAM_ST 19 | u8 | u8 | MWLURS1 | MWLURS1 | 
LEVELSYNC_PARAM_ST 20 | u8 | u8 | MWLURS2 | MWLURS2 | 
LEVELSYNC_PARAM_ST 21 | u8 | u8 | MWLURS3 | MWLURS3 | 
LEVELSYNC_PARAM_ST 22 | u8 | u8 | MWLURS4 | MWLURS4 | 
LEVELSYNC_PARAM_ST 23 | u8 | u8 | MWLURS5 | MWLURS5 | 
LEVELSYNC_PARAM_ST 24 | u8 | u8 | MWLURS6 | MWLURS6 | 
LEVELSYNC_PARAM_ST 25 | u8 | u8 | MWLURS7 | MWLURS7 | 
LEVELSYNC_PARAM_ST 26 | u8 | u8 | MWLURS8 | MWLURS8 | 
LEVELSYNC_PARAM_ST 27 | u8 | u8 | MWLURS9 | MWLURS9 | 
LEVELSYNC_PARAM_ST 28 | u8 | u8 | MWLURS10 | MWLURS10 | 
LEVELSYNC_PARAM_ST 29 | u8 | u8 | MWLUA0 | MWLUA0 | 
LEVELSYNC_PARAM_ST 30 | u8 | u8 | MWLUA1 | MWLUA1 | 
LEVELSYNC_PARAM_ST 31 | u8 | u8 | MWLUA2 | MWLUA2 | 
LEVELSYNC_PARAM_ST 32 | u8 | u8 | MWLUA3 | MWLUA3 | 
LEVELSYNC_PARAM_ST 33 | u8 | u8 | MWLUA4 | MWLUA4 | 
LEVELSYNC_PARAM_ST 34 | u8 | u8 | MWLUA5 | MWLUA5 | 
LEVELSYNC_PARAM_ST 35 | u8 | u8 | MWLUA6 | MWLUA6 | 
LEVELSYNC_PARAM_ST 36 | u8 | u8 | MWLUA7 | MWLUA7 | 
LEVELSYNC_PARAM_ST 37 | u8 | u8 | MWLUA8 | MWLUA8 | 
LEVELSYNC_PARAM_ST 38 | u8 | u8 | MWLUA9 | MWLUA9 | 
LEVELSYNC_PARAM_ST 39 | u8 | u8 | MWLUA10 | MWLUA10 | 
LEVELSYNC_PARAM_ST 40 | u8 | u8 | MLASUR | MLASUR | 
LEVELSYNC_PARAM_ST 41 | u8 | u8 | MLASUA | MLASUA | 
LEVELSYNC_PARAM_ST 42 | dummy8 | dummy8 | Pad[3] | Pad[3] | 
LEVELSYNC_PARAM_ST 43 | f32 | f32 | summonTimeoutTime | summonTimeoutTime | 
LEVELSYNC_PARAM_ST 44 | u32 | u32 | singGetMax | singGetMax | 
LEVELSYNC_PARAM_ST 45 | f32 | f32 | signDownloadSpan | signDownloadSpan | 
LEVELSYNC_PARAM_ST 46 | f32 | f32 | nitoSignDownloadSpan | nitoSignDownloadSpan | 
LEVELSYNC_PARAM_ST 47 | f32 | f32 | signUpdateSpan | signUpdateSpan | 
LEVELSYNC_PARAM_ST 48 | u32 | u32 | maxBreakInTargetListCount | maxBreakInTargetListCount | 
LEVELSYNC_PARAM_ST 49 | f32 | f32 | breakInRequestIntervalTimeSec | breakInRequestIntervalTimeSec | 
LEVELSYNC_PARAM_ST 50 | f32 | f32 | breakInRequestTimeOutSec | breakInRequestTimeOutSec | 
LEVELSYNC_PARAM_ST 51 | u32 | u32 | reloadSignTotalCount_0 | reloadSignTotalCount_0 | 
LEVELSYNC_PARAM_ST 52 | f32 | f32 | reloadSignIntervalTime_0 | reloadSignIntervalTime_0 | 
LEVELSYNC_PARAM_ST 53 | f32 | f32 | reloadSignIntervalTime_1 | reloadSignIntervalTime_1 | 
LEVELSYNC_PARAM_ST 54 | u32 | u32 | reloadSignTotalCount_1 | reloadSignTotalCount_1 | 
LEVELSYNC_PARAM_ST 55 | u32 | u32 | reloadSignCellCount | reloadSignCellCount | 
LEVELSYNC_PARAM_ST 56 | f32 | f32 | reloadSignIntervalTime_2 | reloadSignIntervalTime_2 | 
LEVELSYNC_PARAM_ST 57 | u32 | u32 | reloadGhostTotalCount | reloadGhostTotalCount | 
LEVELSYNC_PARAM_ST 58 | u32 | u32 | reloadGhostCellCount | reloadGhostCellCount | 
LEVELSYNC_PARAM_ST 59 | u32 | u32 | maxGhostTotalCount | maxGhostTotalCount | 
LEVELSYNC_PARAM_ST 60 | f32 | f32 | updateWanderGhostIntervalTime | updateWanderGhostIntervalTime | 
LEVELSYNC_PARAM_ST 61 | f32 | f32 | minReplayIntervalTime | minReplayIntervalTime | 
LEVELSYNC_PARAM_ST 62 | f32 | f32 | maxReplayIntervalTime | maxReplayIntervalTime | 
LEVELSYNC_PARAM_ST 63 | f32 | f32 | reloadGhostIntervalTime | reloadGhostIntervalTime | 
LEVELSYNC_PARAM_ST 64 | f32 | f32 | replayBonfireModeRange | replayBonfireModeRange | 
LEVELSYNC_PARAM_ST 65 | f32 | f32 | wanderGhostIntervalLifeTime | wanderGhostIntervalLifeTime | 
LEVELSYNC_PARAM_ST 66 | f32 | f32 | summonMessageInterval | summonMessageInterval | 
LEVELSYNC_PARAM_ST 67 | f32 | f32 | hostRegisterUpdateTime | hostRegisterUpdateTime | 
LEVELSYNC_PARAM_ST 68 | u32 | u32 | requestSearchQuickMatchLimit | requestSearchQuickMatchLimit | 
LEVELSYNC_PARAM_ST 69 | f32 | f32 | myTeamInviteTimeoutTime | myTeamInviteTimeoutTime | 
LEVELSYNC_PARAM_ST 70 | u32 | u32 | VisitorListMax | VisitorListMax | 
LEVELSYNC_PARAM_ST 71 | f32 | f32 | VisitorTimeOutTime | VisitorTimeOutTime | 
